field_id,title,matched_phrase,replaced_title,candidate_acronym,cui,sab,tty,sty,score,rank,chosen,has_conflict,domain
2674,Ever had breast cancer screening / mammogram,breast cancer screening,Ever had BCS / mammogram,BCS,,UMLS,META,,100,1,True,False,medical
2684,Years since last breast cancer screening / mammogram,breast cancer screening,Years since last BCS / mammogram,BCS,,UMLS,META,,100,1,True,False,medical
2694,Ever had cervical smear test,cervical,Ever had C2 smear test,C2,,ADAM,META,,90,1,True,False,medical
2704,Years since last cervical smear test,cervical,Years since last C2 smear test,C2,,ADAM,META,,90,1,True,False,medical
2734,Number of live births,live births,Number of LB,LB,,ADAM,META,,90,1,True,False,medical
2744,Birth weight of first child,birth weight,BW of first child,BW,,UMLS,META,,100,1,True,False,medical
2744,Birth weight of first child,birth weight,BW of first child,BWT,,UMLS,META,,100,2,False,False,medical
2754,Age at first live birth,live birth,Age at first LB,LB,,UMLS,META,,100,1,True,False,medical
2764,Age at last live birth,live birth,Age at last LB,LB,,UMLS,META,,100,1,True,False,medical
2784,Ever taken oral contraceptive pill,oral contraceptive pill,Ever taken OCP,OCP,,UMLS,META,,100,1,True,False,medical
2794,Age started oral contraceptive pill,oral contraceptive pill,Age started OCP,OCP,,UMLS,META,,100,1,True,False,medical
2804,Age when last used oral contraceptive pill,oral contraceptive pill,Age when last used OCP,OCP,,UMLS,META,,100,1,True,False,medical
2814,Ever used hormone-replacement therapy (HRT),hormone replacement therapy,Ever used HRT (HRT),HRT,,UMLS,META,,100,1,True,False,medical
2834,Bilateral oophorectomy (both ovaries removed),bilateral,BL oophorectomy (both ovaries removed),BL,,ADAM,META,,90,1,True,False,medical
2834,Bilateral oophorectomy (both ovaries removed),oophorectomy,BL OO (both ovaries removed),OO,,UMLS,META,,100,1,True,False,medical
2834,Bilateral oophorectomy (both ovaries removed),oophorectomy,BL OO (both ovaries removed),OOX,,ADAM,META,,90,2,False,False,medical
2867,Age started smoking in former smokers,former smokers,Age started smoking in FS,FS,,ADAM,META,,90,1,True,False,medical
2956,General pain for 3+ months,general,GA pain for 3+ months,GA,,ADAM,META,,90,1,True,False,medical
2966,Age high blood pressure diagnosed,high blood pressure,Age HBP diagnosed,HBP,,UMLS,META,,100,1,True,False,medical
2986,Started insulin within one year diagnosis of diabetes,insulin,Started IN within one year diagnosis of diabetes,IN,,UMLS,META,,100,1,True,False,medical
2986,Started insulin within one year diagnosis of diabetes,insulin,Started IN within one year diagnosis of diabetes,IA,,ADAM,META,,90,2,False,False,medical
2986,Started insulin within one year diagnosis of diabetes,diagnosis,Started IN within one year DX of diabetes,DX,,UMLS,META,,100,1,True,False,medical
3005,Fracture resulting from simple fall,fracture,FX resulting from simple fall,FX,,UMLS,META,,100,1,True,False,medical
3062,Forced vital capacity (FVC),forced vital capacity,FVC (FVC),FVC,,UMLS,META,,100,1,True,False,medical
3063,Forced expiratory volume in 1-second (FEV1),forced expiratory volume in 1 second,FEV1.0 (FEV1),FEV1.0,,ADAM,META,,90,1,True,False,medical
3063,Forced expiratory volume in 1-second (FEV1),forced expiratory volume in 1 second,FEV1.0 (FEV1),FEV1,,ADAM,META,,90,2,False,False,medical
3063,Forced expiratory volume in 1-second (FEV1),forced expiratory volume in 1 second,FEV1.0 (FEV1),FEV-1,,ADAM,META,,90,3,False,False,medical
3063,Forced expiratory volume in 1-second (FEV1),forced expiratory volume in 1 second,FEV1.0 (FEV1),FEV(1),,ADAM,META,,90,4,False,False,medical
3064,Peak expiratory flow (PEF),peak expiratory flow,PEFR (PEF),PEFR,,ADAM,META,,90,1,True,False,medical
3064,Peak expiratory flow (PEF),peak expiratory flow,PEFR (PEF),PEF,,UMLS,META,,100,2,False,False,medical
3079,Pace-maker,pace maker,PM,PM,,UMLS,META,,100,1,True,False,medical
3081,Foot measured for bone density,bone density,Foot measured for BD,BD,,ADAM,META,,90,1,True,False,medical
3083,"Heel quantitative ultrasound index (QUI), manual entry",quantitative ultrasound index,"Heel QUI (QUI), manual entry",QUI,,UMLS,META,,100,1,True,False,medical
3084,"Heel bone mineral density (BMD), manual entry",bone mineral density,"Heel BMD (BMD), manual entry",BMD,,UMLS,META,,100,1,True,False,medical
3084,"Heel bone mineral density (BMD), manual entry",bone mineral density,"Heel BMD (BMD), manual entry",RBMD,,ADAM,META,,90,2,False,False,medical
3084,"Heel bone mineral density (BMD), manual entry",bone mineral density,"Heel BMD (BMD), manual entry",TBMD,,ADAM,META,,90,3,False,False,medical
3084,"Heel bone mineral density (BMD), manual entry",bone mineral density,"Heel BMD (BMD), manual entry",T-BMD,,ADAM,META,,90,4,False,False,medical
3085,"Heel Broadband ultrasound attenuation (BUA), manual entry",broadband ultrasound attenuation,"Heel BUA (BUA), manual entry",BUA,,UMLS,META,,100,1,True,False,medical
3086,"Speed of sound through heel, manual entry",speed of sound,"SOS through heel, manual entry",SOS,,UMLS,META,,100,1,True,False,medical
3089,Caffeine drink within last hour,caffeine,CA drink within last hour,CA,,UMLS,META,,100,1,True,False,medical
3089,Caffeine drink within last hour,caffeine,CA drink within last hour,CF,,ADAM,META,,90,2,False,False,medical
3140,Pregnant,pregnant,PR,PR,,ADAM,META,,90,1,True,False,medical
3144,"Heel Broadband ultrasound attenuation, direct entry",broadband ultrasound attenuation,"Heel BUA, direct entry",BUA,,UMLS,META,,100,1,True,False,medical
3146,Speed of sound through heel,speed of sound,SOS through heel,SOS,,UMLS,META,,100,1,True,False,medical
3147,"Heel quantitative ultrasound index (QUI), direct entry",quantitative ultrasound index,"Heel QUI (QUI), direct entry",QUI,,UMLS,META,,100,1,True,False,medical
3148,Heel bone mineral density (BMD),bone mineral density,Heel BMD (BMD),BMD,,UMLS,META,,100,1,True,False,medical
3148,Heel bone mineral density (BMD),bone mineral density,Heel BMD (BMD),RBMD,,ADAM,META,,90,2,False,False,medical
3148,Heel bone mineral density (BMD),bone mineral density,Heel BMD (BMD),TBMD,,ADAM,META,,90,3,False,False,medical
3148,Heel bone mineral density (BMD),bone mineral density,Heel BMD (BMD),T-BMD,,ADAM,META,,90,4,False,False,medical
3393,Hearing aid user,hearing aid,HA user,HA,,UMLS,META,,100,1,True,False,medical
3436,Age started smoking in current smokers,current smokers,Age started smoking in CS,CS,,ADAM,META,,90,1,True,False,medical
3456,Number of cigarettes currently smoked daily (current cigarette smokers),current,Number of cigarettes currently smoked daily (IM cigarette smokers),IM,,ADAM,META,,90,1,True,False,medical
3456,Number of cigarettes currently smoked daily (current cigarette smokers),current,Number of cigarettes currently smoked daily (IM cigarette smokers),IL,,ADAM,META,,90,2,False,False,medical
3456,Number of cigarettes currently smoked daily (current cigarette smokers),current,Number of cigarettes currently smoked daily (IM cigarette smokers),IR,,ADAM,META,,90,3,False,False,medical
3536,Age started hormone-replacement therapy (HRT),hormone replacement therapy,Age started HRT (HRT),HRT,,UMLS,META,,100,1,True,False,medical
3546,Age last used hormone-replacement therapy (HRT),hormone replacement therapy,Age last used HRT (HRT),HRT,,UMLS,META,,100,1,True,False,medical
3581,Age at menopause (last menstrual period),last menstrual period,Age at menopause (LMP),LMP,,UMLS,META,,100,1,True,False,medical
3606,Chest pain or discomfort walking normally,chest pain,CP or discomfort walking normally,CP,,UMLS,META,,100,1,True,False,medical
3616,Chest pain due to walking ceases when standing still,chest pain,CP due to walking ceases when standing still,CP,,UMLS,META,,100,1,True,False,medical
3637,Frequency of other exercises in last 4 weeks,frequency,F1 of other exercises in last 4 weeks,F1,,ADAM,META,,90,1,True,False,medical
3637,Frequency of other exercises in last 4 weeks,frequency,F1 of other exercises in last 4 weeks,FP,,ADAM,META,,90,2,False,False,medical
3637,Frequency of other exercises in last 4 weeks,frequency,F1 of other exercises in last 4 weeks,TF,,ADAM,META,,90,3,False,False,medical
3647,Duration of other exercises,duration,D. of other exercises,D.,,UMLS,META,,100,1,True,False,medical
3647,Duration of other exercises,duration,D. of other exercises,AD,,ADAM,META,,90,2,False,False,medical
3647,Duration of other exercises,duration,D. of other exercises,CD,,ADAM,META,,90,3,False,False,medical
3647,Duration of other exercises,duration,D. of other exercises,ED,,ADAM,META,,90,4,False,False,medical
3647,Duration of other exercises,duration,D. of other exercises,PD,,ADAM,META,,90,5,False,False,medical
3659,Year immigrated to UK (United Kingdom),united kingdom,Year immigrated to UK (UK),UK,,UMLS,META,,100,1,True,False,medical
3669,Lifetime number of same-sex sexual partners,same sex,Lifetime number of SS sexual partners,SS,,UMLS,META,,100,1,True,False,medical
3700,Time since last menstrual period,last menstrual period,Time since LMP,LMP,,UMLS,META,,100,1,True,False,medical
3710,Length of menstrual cycle,menstrual cycle,Length of MC,MC,,UMLS,META,,100,1,True,False,medical
3731,Former alcohol drinker,alcohol,Former PA drinker,PA,,ADAM,META,,90,1,True,False,medical
3731,Former alcohol drinker,alcohol,Former PA drinker,CA,,ADAM,META,,90,2,False,False,medical
3741,Stomach/abdominal pain for 3+ months,stomach,ST/abdominal pain for 3+ months,ST,,UMLS,META,,100,1,True,False,medical
3741,Stomach/abdominal pain for 3+ months,abdominal pain,ST/AP for 3+ months,AP,,UMLS,META,,100,1,True,False,medical
3751,Chest pain or discomfort when walking uphill or hurrying,chest pain,CP or discomfort when walking uphill or hurrying,CP,,UMLS,META,,100,1,True,False,medical
3809,Time since last prostate specific antigen (PSA) test,prostate specific antigen,Time since last PSA (PSA) test,PSA,,UMLS,META,,100,1,True,False,medical
3849,Number of pregnancy terminations,pregnancy,Number of TP terminations,TP,,ADAM,META,,90,1,True,False,medical
3859,Reason former drinker stopped drinking alcohol,alcohol,Reason former drinker stopped drinking PA,PA,,ADAM,META,,90,1,True,False,medical
3859,Reason former drinker stopped drinking alcohol,alcohol,Reason former drinker stopped drinking PA,CA,,ADAM,META,,90,2,False,False,medical
3882,Age at bilateral oophorectomy (both ovaries removed),bilateral,Age at BL oophorectomy (both ovaries removed),BL,,ADAM,META,,90,1,True,False,medical
3882,Age at bilateral oophorectomy (both ovaries removed),oophorectomy,Age at BL OO (both ovaries removed),OO,,UMLS,META,,100,1,True,False,medical
3882,Age at bilateral oophorectomy (both ovaries removed),oophorectomy,Age at BL OO (both ovaries removed),OOX,,ADAM,META,,90,2,False,False,medical
3992,Age emphysema/chronic bronchitis diagnosed,emphysema,Age EM/chronic bronchitis diagnosed,EM,,UMLS,META,,100,1,True,False,medical
3992,Age emphysema/chronic bronchitis diagnosed,chronic bronchitis,Age EM/CB diagnosed,CB,,UMLS,META,,100,1,True,False,medical
4012,"Age deep-vein thrombosis (DVT, blood clot in leg) diagnosed",deep vein thrombosis,"Age DVT (DVT, blood clot in leg) diagnosed",DVT,,UMLS,META,,100,1,True,False,medical
4012,"Age deep-vein thrombosis (DVT, blood clot in leg) diagnosed",deep vein thrombosis,"Age DVT (DVT, blood clot in leg) diagnosed",UEDVT,,ADAM,META,,90,2,False,False,medical
4022,Age pulmonary embolism (blood clot in lung) diagnosed,pulmonary embolism,Age PE (blood clot in lung) diagnosed,PE,,UMLS,META,,100,1,True,False,medical
4041,Gestational diabetes only,gestational diabetes,GD only,GD,,UMLS,META,,100,1,True,False,medical
4041,Gestational diabetes only,gestational diabetes,GD only,GDM,,ADAM,META,,90,2,False,False,medical
4079,"Diastolic blood pressure, automated reading",diastolic blood pressure,"DBP, automated reading",DBP,,UMLS,META,,100,1,True,False,medical
4079,"Diastolic blood pressure, automated reading",diastolic blood pressure,"DBP, automated reading",SDBP,,ADAM,META,,90,2,False,False,medical
4080,"Systolic blood pressure, automated reading",systolic blood pressure,"SBP, automated reading",SBP,,UMLS,META,,100,1,True,False,medical
4080,"Systolic blood pressure, automated reading",systolic blood pressure,"SBP, automated reading",SPB,,UMLS,META,,100,2,False,False,medical
4080,"Systolic blood pressure, automated reading",systolic blood pressure,"SBP, automated reading",BPS,,ADAM,META,,90,3,False,False,medical
4080,"Systolic blood pressure, automated reading",systolic blood pressure,"SBP, automated reading",PAS,,ADAM,META,,90,4,False,False,medical
4080,"Systolic blood pressure, automated reading",systolic blood pressure,"SBP, automated reading",S-BP,,ADAM,META,,90,5,False,False,medical
4081,Method of measuring blood pressure,blood pressure,Method of measuring BP,BP,,UMLS,META,,100,1,True,False,medical
4081,Method of measuring blood pressure,blood pressure,Method of measuring BP,RR,,ADAM,META,,90,2,False,False,medical
4081,Method of measuring blood pressure,blood pressure,Method of measuring BP,CBP,,ADAM,META,,90,3,False,False,medical
4081,Method of measuring blood pressure,blood pressure,Method of measuring BP,FBP,,ADAM,META,,90,4,False,False,medical
4081,Method of measuring blood pressure,blood pressure,Method of measuring BP,IBP,,ADAM,META,,90,5,False,False,medical
4092,Heel ultrasound method (left),ultrasound,Heel US method (left),US,,UMLS,META,,100,1,True,False,medical
4092,Heel ultrasound method (left),left,Heel US method (L),L,,UMLS,META,,100,1,True,False,medical
4093,Fractured heel (left),left,Fractured heel (L),L,,UMLS,META,,100,1,True,False,medical
4095,Heel ultrasound method (right),ultrasound,Heel US method (right),US,,UMLS,META,,100,1,True,False,medical
4095,Heel ultrasound method (right),right,Heel US method (R),R,,UMLS,META,,100,1,True,False,medical
4096,Fractured heel (right),right,Fractured heel (R),R,,UMLS,META,,100,1,True,False,medical
4100,Ankle spacing width (left),left,Ankle spacing width (L),L,,UMLS,META,,100,1,True,False,medical
4101,Heel broadband ultrasound attenuation (left),broadband ultrasound attenuation,Heel BUA (left),BUA,,UMLS,META,,100,1,True,False,medical
4101,Heel broadband ultrasound attenuation (left),left,Heel BUA (L),L,,UMLS,META,,100,1,True,False,medical
4103,Speed of sound through heel (left),speed of sound,SOS through heel (left),SOS,,UMLS,META,,100,1,True,False,medical
4103,Speed of sound through heel (left),left,SOS through heel (L),L,,UMLS,META,,100,1,True,False,medical
4104,"Heel quantitative ultrasound index (QUI), direct entry (left)",quantitative ultrasound index,"Heel QUI (QUI), direct entry (left)",QUI,,UMLS,META,,100,1,True,False,medical
4104,"Heel quantitative ultrasound index (QUI), direct entry (left)",left,"Heel QUI (QUI), direct entry (L)",L,,UMLS,META,,100,1,True,False,medical
4105,Heel bone mineral density (BMD) (left),bone mineral density,Heel BMD (BMD) (left),BMD,,UMLS,META,,100,1,True,False,medical
4105,Heel bone mineral density (BMD) (left),bone mineral density,Heel BMD (BMD) (left),RBMD,,ADAM,META,,90,2,False,False,medical
4105,Heel bone mineral density (BMD) (left),bone mineral density,Heel BMD (BMD) (left),TBMD,,ADAM,META,,90,3,False,False,medical
4105,Heel bone mineral density (BMD) (left),bone mineral density,Heel BMD (BMD) (left),T-BMD,,ADAM,META,,90,4,False,False,medical
4105,Heel bone mineral density (BMD) (left),left,Heel BMD (BMD) (L),L,,UMLS,META,,100,1,True,False,medical
4106,"Heel bone mineral density (BMD) T-score, automated (left)",bone mineral density,"Heel BMD (BMD) T-score, automated (left)",BMD,,UMLS,META,,100,1,True,False,medical
4106,"Heel bone mineral density (BMD) T-score, automated (left)",bone mineral density,"Heel BMD (BMD) T-score, automated (left)",RBMD,,ADAM,META,,90,2,False,False,medical
